emp_id,avg_training_score,retention
14693,46.0,False
14694,74.0,True
14697,0.0,False
14699,60.0,True
14701,71.0,True
14702,60.0,True
14703,49.0,False
14704,44.0,False
14707,81.0,True
14708,47.0,False
14709,52.0,True
14710,56.0,True
14711,80.0,True
14713,48.0,False
14714,51.0,True
14715,83.0,True
14716,51.0,True
14718,48.0,False
14722,49.0,False
14724,55.0,True
14725,94.0,True
14726,84.0,True
14727,53.0,True
14729,76.0,True
14731,50.0,False
14732,46.0,False
14735,58.0,True
14737,48.0,False
14740,83.0,True
14741,50.0,False
14742,95.0,True
14743,0.0,False
14744,84.0,True
14745,49.0,False
14747,73.0,True
14748,69.0,True
14749,69.0,True
14751,57.0,True
14752,50.0,False
14754,50.0,False
14755,49.0,False
14756,83.0,True
14757,49.0,False
14758,50.0,False
14760,47.0,False
14761,85.0,True
14762,49.0,False
14763,81.0,True
14764,84.0,True
14765,64.0,True
14766,70.0,True
14767,69.0,True
14768,56.0,True
14769,50.0,False
14770,65.0,True
14771,51.0,True
14773,78.0,True
14774,85.0,True
14775,52.0,True
14777,67.0,True
14781,64.0,True
14782,59.0,True
14783,89.0,True
14784,59.0,True
14785,81.0,True
14787,84.0,True
14788,84.0,True
14789,49.0,False
14791,71.0,True
14792,58.0,True
14793,86.0,True
14798,52.0,True
14799,57.0,True
14800,51.0,True
14801,82.0,True
14803,56.0,True
14804,49.0,False
14806,63.0,True
14807,55.0,True
14808,50.0,False
14809,48.0,False
14811,69.0,True
14812,83.0,True
14817,46.0,False
14818,53.0,True
14819,63.0,True
14820,60.0,True
14821,53.0,True
14822,50.0,False
14825,77.0,True
14826,79.0,True
14827,85.0,True
14828,58.0,True
14830,50.0,False
14832,46.0,False
14834,71.0,True
14836,78.0,True
14837,46.0,False
14838,53.0,True
14839,47.0,False
14840,77.0,True
14841,86.0,True
14843,85.0,True
14844,62.0,True
14845,49.0,False
14846,48.0,False
14847,48.0,False
14848,0.0,False
14849,53.0,True
14850,81.0,True
14851,60.0,True
14852,69.0,True
14853,69.0,True
14856,80.0,True
14859,85.0,True
14860,49.0,False
14861,97.0,True
14862,88.0,True
14865,66.0,True
14866,84.0,True
14867,57.0,True
14868,71.0,True
14869,49.0,False
14870,76.0,True
14871,71.0,True
14872,75.0,True
14873,0.0,False
14875,60.0,True
14877,48.0,False
14879,49.0,False
14880,70.0,True
14882,81.0,True
14883,59.0,True
14884,49.0,False
14886,58.0,True
14888,68.0,True
14889,60.0,True
14890,82.0,True
14891,55.0,True
14892,81.0,True
14893,71.0,True
14895,47.0,False
14896,51.0,True
14898,69.0,True
14901,0.0,False
14902,91.0,True
14903,69.0,True
14904,51.0,True
14905,50.0,False
14906,50.0,False
14907,52.0,True
14908,69.0,True
14909,75.0,True
14910,49.0,False
14911,47.0,False
14912,49.0,False
14914,83.0,True
14915,50.0,False
14916,59.0,True
14917,62.0,True
14918,70.0,True
14920,52.0,True
14921,46.0,False
14922,71.0,True
14923,70.0,True
14924,0.0,False
14925,53.0,True
14926,76.0,True
14929,51.0,True
14930,78.0,True
14931,49.0,False
14932,54.0,True
14933,81.0,True
14934,71.0,True
14936,65.0,True
14938,79.0,True
14939,0.0,False
14940,47.0,False
14941,0.0,False
14942,52.0,True
14943,78.0,True
14944,84.0,True
14946,58.0,True
14949,84.0,True
14950,59.0,True
14951,58.0,True
14952,57.0,True
14954,41.0,False
14956,70.0,True
14957,57.0,True
14958,58.0,True
14959,80.0,True
14960,47.0,False
14961,77.0,True
14962,70.0,True
14965,49.0,False
14968,53.0,True
14971,65.0,True
14972,80.0,True
14975,73.0,True
14976,79.0,True
14977,51.0,True
14978,48.0,False
14979,46.0,False
14981,58.0,True
14982,58.0,True
14984,54.0,True
14985,87.0,True
14987,69.0,True
14988,58.0,True
14990,80.0,True
14991,80.0,True
14993,86.0,True
14995,82.0,True
14996,59.0,True
14997,84.0,True
14998,81.0,True
14999,58.0,True
15004,75.0,True
15005,48.0,False
15006,80.0,True
15009,83.0,True
15010,77.0,True
15011,59.0,True
15013,68.0,True
15014,53.0,True
15015,43.0,False
15016,80.0,True
15017,52.0,True
15018,67.0,True
15020,68.0,True
15021,85.0,True
15022,53.0,True
15024,93.0,True
15025,68.0,True
15026,54.0,True
15027,55.0,True
15028,56.0,True
15029,67.0,True
15030,72.0,True
15031,52.0,True
15032,58.0,True
15033,63.0,True
15035,72.0,True
15036,59.0,True
15037,59.0,True
15039,78.0,True
15041,71.0,True
15042,51.0,True
15043,50.0,False
15044,69.0,True
15045,50.0,False
15046,58.0,True
15049,0.0,False
15050,58.0,True
15051,51.0,True
15052,49.0,False
15053,48.0,False
15055,46.0,False
15056,48.0,False
15061,51.0,True
15063,0.0,False
15064,82.0,True
15065,50.0,False
15066,82.0,True
15067,50.0,False
15068,79.0,True
15069,81.0,True
15071,50.0,False
15072,55.0,True
15073,58.0,True
15074,85.0,True
15075,78.0,True
15077,52.0,True
15078,59.0,True
15082,84.0,True
15083,59.0,True
15084,62.0,True
15085,57.0,True
15086,56.0,True
15088,60.0,True
15091,66.0,True
15093,56.0,True
15095,59.0,True
15096,60.0,True
15099,53.0,True
15101,49.0,False
15102,74.0,True
15103,44.0,False
15104,54.0,True
15105,47.0,False
15109,48.0,False
15111,65.0,True
15112,63.0,True
15113,0.0,False
15114,48.0,False
15115,70.0,True
15116,48.0,False
15117,83.0,True
15118,80.0,True
15119,57.0,True
15122,78.0,True
15124,67.0,True
15125,49.0,False
15126,0.0,False
15127,48.0,False
15128,82.0,True
15129,49.0,False
15130,52.0,True
15131,80.0,True
15132,51.0,True
15133,78.0,True
15134,51.0,True
15135,59.0,True
15136,47.0,False
15137,63.0,True
15139,57.0,True
15140,75.0,True
15141,49.0,False
15143,52.0,True
15144,46.0,False
15145,52.0,True
15146,46.0,False
15148,70.0,True
15150,53.0,True
15151,51.0,True
15152,64.0,True
15153,46.0,False
15155,59.0,True
15156,69.0,True
15157,50.0,False
15158,84.0,True
15159,52.0,True
15162,57.0,True
15163,62.0,True
15164,52.0,True
15165,96.0,True
15166,53.0,True
15169,69.0,True
15170,70.0,True
15172,71.0,True
15173,49.0,False
15174,52.0,True
15175,70.0,True
15176,66.0,True
15178,59.0,True
15180,63.0,True
15181,50.0,False
15185,57.0,True
15186,0.0,False
15189,47.0,False
15190,56.0,True
15193,49.0,False
15194,88.0,True
15195,59.0,True
15197,82.0,True
15202,59.0,True
15203,48.0,False
15204,58.0,True
15206,55.0,True
15207,85.0,True
15208,63.0,True
15210,0.0,False
15212,48.0,False
15213,62.0,True
15217,54.0,True
15219,57.0,True
15220,0.0,False
15221,60.0,True
15223,62.0,True
15225,91.0,True
15226,59.0,True
15227,68.0,True
15228,53.0,True
15229,83.0,True
15230,62.0,True
15231,72.0,True
15234,48.0,False
15235,54.0,True
15236,49.0,False
15237,81.0,True
15238,0.0,False
15239,60.0,True
15240,77.0,True
15241,59.0,True
15242,73.0,True
15246,62.0,True
15248,85.0,True
15250,65.0,True
15251,0.0,False
15252,69.0,True
15253,78.0,True
15255,67.0,True
15256,60.0,True
15257,56.0,True
15259,77.0,True
15261,52.0,True
15263,79.0,True
15264,78.0,True
15265,50.0,False
15266,51.0,True
15267,78.0,True
15269,63.0,True
15271,46.0,False
15272,58.0,True
15274,56.0,True
15275,50.0,False
15276,46.0,False
15277,48.0,False
15278,49.0,False
15279,66.0,True
15281,47.0,False
15282,48.0,False
15284,69.0,True
15285,52.0,True
15286,44.0,False
15287,50.0,False
15288,69.0,True
15289,88.0,True
15290,48.0,False
15291,80.0,True
15292,52.0,True
15293,51.0,True
15295,51.0,True
15296,52.0,True
15297,50.0,False
15298,57.0,True
15299,67.0,True
15300,68.0,True
15301,50.0,False
15302,49.0,False
15304,51.0,True
15306,96.0,True
15307,78.0,True
15308,60.0,True
15309,49.0,False
15311,49.0,False
15312,54.0,True
15313,51.0,True
15314,51.0,True
15315,63.0,True
15316,46.0,False
15318,49.0,False
15319,58.0,True
15320,82.0,True
15321,79.0,True
15322,68.0,True
15323,52.0,True
15324,58.0,True
15326,56.0,True
15327,62.0,True
15328,70.0,True
15329,82.0,True
15330,85.0,True
15331,50.0,False
15332,52.0,True
15333,49.0,False
15334,0.0,False
15336,58.0,True
15337,53.0,True
15338,52.0,True
15339,81.0,True
15340,76.0,True
15342,80.0,True
15343,85.0,True
15344,79.0,True
15348,59.0,True
15349,69.0,True
15350,84.0,True
15353,79.0,True
15354,69.0,True
15355,59.0,True
15356,76.0,True
15358,83.0,True
15359,68.0,True
15360,51.0,True
15361,76.0,True
15362,54.0,True
15364,85.0,True
15365,48.0,False
15366,57.0,True
15369,86.0,True
15371,84.0,True
15372,58.0,True
15374,50.0,False
15375,79.0,True
15377,48.0,False
15380,82.0,True
15381,85.0,True
15382,62.0,True
15383,85.0,True
15384,0.0,False
15385,60.0,True
15386,80.0,True
15387,50.0,False
15388,83.0,True
15389,82.0,True
15390,54.0,True
15391,65.0,True
15392,53.0,True
15394,84.0,True
15395,65.0,True
15396,46.0,False
15397,58.0,True
15398,81.0,True
15400,58.0,True
15401,81.0,True
15402,69.0,True
15404,64.0,True
15405,48.0,False
15407,55.0,True
15408,84.0,True
15409,83.0,True
15411,84.0,True
15412,75.0,True
15413,85.0,True
15414,85.0,True
15415,85.0,True
15416,68.0,True
15417,48.0,False
15419,55.0,True
15420,71.0,True
15421,54.0,True
15422,47.0,False
15423,62.0,True
15424,56.0,True
15425,52.0,True
15429,48.0,False
15431,81.0,True
15432,56.0,True
15433,68.0,True
15435,72.0,True
15437,0.0,False
15438,83.0,True
15439,49.0,False
15440,60.0,True
15441,69.0,True
15442,70.0,True
15443,73.0,True
15445,53.0,True
15446,67.0,True
15447,83.0,True
15448,70.0,True
15449,87.0,True
15450,50.0,False
15452,70.0,True
15453,60.0,True
15454,57.0,True
15456,50.0,False
15457,74.0,True
15458,57.0,True
15459,77.0,True
15460,50.0,False
15462,76.0,True
15463,80.0,True
15465,49.0,False
15466,87.0,True
15467,60.0,True
15468,81.0,True
15469,83.0,True
15472,68.0,True
15473,48.0,False
15475,72.0,True
15476,78.0,True
15477,65.0,True
15480,58.0,True
15481,88.0,True
15483,69.0,True
15484,60.0,True
15485,71.0,True
15487,70.0,True
15488,60.0,True
15489,49.0,False
15490,51.0,True
15491,51.0,True
15493,81.0,True
15494,0.0,False
15495,63.0,True
15496,50.0,False
15497,84.0,True
15499,0.0,False
15500,54.0,True
15501,48.0,False
15502,49.0,False
15503,65.0,True
15504,82.0,True
15505,49.0,False
15506,62.0,True
15507,62.0,True
15508,85.0,True
15509,91.0,True
15511,59.0,True
15512,72.0,True
15513,59.0,True
15514,50.0,False
15515,60.0,True
15516,48.0,False
15517,52.0,True
15518,59.0,True
15520,80.0,True
15522,84.0,True
15523,46.0,False
15524,76.0,True
15525,59.0,True
15528,62.0,True
15529,83.0,True
15530,59.0,True
15531,59.0,True
15532,71.0,True
15533,72.0,True
15534,69.0,True
15535,78.0,True
15537,58.0,True
15538,80.0,True
15539,75.0,True
15542,69.0,True
15543,50.0,False
15544,74.0,True
15545,0.0,False
15547,80.0,True
15548,46.0,False
15549,69.0,True
15550,52.0,True
15551,48.0,False
15552,78.0,True
15554,50.0,False
15556,48.0,False
15558,51.0,True
15559,60.0,True
15560,48.0,False
15562,60.0,True
15564,78.0,True
15565,58.0,True
15566,48.0,False
15567,62.0,True
15569,0.0,False
15570,47.0,False
15571,58.0,True
15573,51.0,True
15576,57.0,True
15577,73.0,True
15578,49.0,False
15579,70.0,True
15580,86.0,True
15581,46.0,False
15582,67.0,True
15583,57.0,True
15585,81.0,True
15586,46.0,False
15587,47.0,False
15588,62.0,True
15589,47.0,False
15590,84.0,True
15593,63.0,True
15594,78.0,True
15595,62.0,True
15596,52.0,True
15598,76.0,True
15599,69.0,True
15602,50.0,False
15603,51.0,True
15604,62.0,True
15606,48.0,False
15609,83.0,True
15610,0.0,False
15611,56.0,True
15612,68.0,True
15615,88.0,True
15618,48.0,False
15619,79.0,True
15620,77.0,True
15622,50.0,False
15625,80.0,True
15627,0.0,False
15629,63.0,True
15630,85.0,True
15633,48.0,False
15634,87.0,True
15637,84.0,True
15638,62.0,True
15641,46.0,False
15642,0.0,False
15643,89.0,True
15645,89.0,True
15646,81.0,True
15647,52.0,True
15648,58.0,True
15649,63.0,True
15650,51.0,True
15651,52.0,True
15653,51.0,True
15654,43.0,False
15655,85.0,True
15656,46.0,False
15657,53.0,True
15658,73.0,True
15661,86.0,True
15664,70.0,True
15666,60.0,True
15667,66.0,True
15668,0.0,False
15671,59.0,True
15672,48.0,False
15673,50.0,False
15674,68.0,True
15675,70.0,True
15676,82.0,True
15680,52.0,True
15683,48.0,False
15684,58.0,True
15685,59.0,True
15686,56.0,True
15687,53.0,True
15688,51.0,True
15690,43.0,False
15693,65.0,True
15694,46.0,False
15697,70.0,True
15699,46.0,False
15700,50.0,False
15703,57.0,True
15705,88.0,True
15706,75.0,True
15707,50.0,False
15710,68.0,True
15711,70.0,True
15712,78.0,True
15713,0.0,False
15714,58.0,True
15716,72.0,True
15717,74.0,True
15718,52.0,True
15719,81.0,True
15721,51.0,True
15722,0.0,False
15723,62.0,True
15724,85.0,True
15726,51.0,True
15727,51.0,True
15730,70.0,True
15731,81.0,True
15732,55.0,True
15733,58.0,True
15735,64.0,True
15736,70.0,True
15737,56.0,True
15738,48.0,False
15739,68.0,True
15740,47.0,False
15741,48.0,False
15743,71.0,True
15744,49.0,False
15746,50.0,False
15747,50.0,False
15748,89.0,True
15749,0.0,False
15751,68.0,True
15752,49.0,False
15753,85.0,True
15755,88.0,True
15756,81.0,True
15759,53.0,True
15761,83.0,True
15762,68.0,True
15764,67.0,True
15769,80.0,True
15770,81.0,True
15772,50.0,False
15773,92.0,True
15774,60.0,True
15777,79.0,True
15778,89.0,True
15779,83.0,True
15781,80.0,True
15782,88.0,True
15783,63.0,True
15785,52.0,True
15786,58.0,True
15788,46.0,False
15790,82.0,True
15791,81.0,True
15792,57.0,True
15793,62.0,True
15794,52.0,True
15796,63.0,True
15797,47.0,False
15799,80.0,True
15800,60.0,True
15801,60.0,True
15802,49.0,False
15803,64.0,True
15804,49.0,False
15805,44.0,False
15806,51.0,True
15808,52.0,True
15809,73.0,True
15810,72.0,True
15812,51.0,True
15813,88.0,True
15815,50.0,False
15818,49.0,False
15819,81.0,True
15820,58.0,True
15823,46.0,False
15824,59.0,True
15825,60.0,True
15826,72.0,True
15827,82.0,True
15828,74.0,True
15829,69.0,True
15830,66.0,True
15831,73.0,True
15832,71.0,True
15833,67.0,True
15834,0.0,False
15835,57.0,True
15836,84.0,True
15840,86.0,True
15841,57.0,True
15842,58.0,True
15843,91.0,True
15844,59.0,True
15845,70.0,True
15846,60.0,True
15847,80.0,True
15848,57.0,True
15849,48.0,False
15850,67.0,True
15851,43.0,False
15852,72.0,True
15853,47.0,False
15854,60.0,True
15855,65.0,True
15857,51.0,True
15858,69.0,True
15859,85.0,True
15860,69.0,True
15861,51.0,True
15862,0.0,False
15864,47.0,False
15866,58.0,True
15867,76.0,True
15870,81.0,True
15871,55.0,True
15872,56.0,True
15874,52.0,True
15875,80.0,True
15876,79.0,True
15878,58.0,True
15879,84.0,True
15880,78.0,True
15883,53.0,True
15885,48.0,False
15886,87.0,True
15887,78.0,True
15888,51.0,True
15890,84.0,True
15891,69.0,True
15894,57.0,True
15895,55.0,True
15896,77.0,True
15897,83.0,True
15898,57.0,True
15899,67.0,True
15900,86.0,True
15902,50.0,False
15903,0.0,False
15904,64.0,True
15905,56.0,True
15906,60.0,True
15907,58.0,True
15908,70.0,True
15909,79.0,True
15910,60.0,True
15911,85.0,True
15912,66.0,True
15913,51.0,True
15914,58.0,True
15915,84.0,True
15916,65.0,True
15917,56.0,True
15918,81.0,True
15919,49.0,False
15920,47.0,False
15921,59.0,True
15922,62.0,True
15923,51.0,True
15924,48.0,False
15925,74.0,True
15926,69.0,True
15927,55.0,True
15928,82.0,True
15929,0.0,False
15930,58.0,True
15931,52.0,True
15932,69.0,True
15933,87.0,True
15937,72.0,True
15939,57.0,True
15940,68.0,True
15941,46.0,False
15942,54.0,True
15943,47.0,False
15945,81.0,True
15947,43.0,False
15948,81.0,True
15949,68.0,True
15950,59.0,True
15951,58.0,True
15952,49.0,False
15953,62.0,True
15954,79.0,True
15958,0.0,False
15960,48.0,False
15961,59.0,True
15962,51.0,True
15963,68.0,True
15964,85.0,True
15965,48.0,False
15966,48.0,False
15967,52.0,True
15968,50.0,False
15969,70.0,True
15970,60.0,True
15971,78.0,True
15972,90.0,True
15973,53.0,True
15974,57.0,True
15975,46.0,False
15976,44.0,False
15978,62.0,True
15979,70.0,True
15981,58.0,True
15982,47.0,False
15983,49.0,False
15984,82.0,True
15986,82.0,True
15987,69.0,True
15988,73.0,True
15989,56.0,True
15990,79.0,True
15991,56.0,True
15992,63.0,True
15995,52.0,True
15996,59.0,True
15997,78.0,True
16000,67.0,True
16001,86.0,True
16002,63.0,True
16003,0.0,False
16004,0.0,False
16005,48.0,False
16006,69.0,True
16008,56.0,True
16011,62.0,True
16012,53.0,True
16013,82.0,True
16014,84.0,True
16015,46.0,False
16017,0.0,False
16018,71.0,True
16020,51.0,True
16021,0.0,False
16022,60.0,True
16024,59.0,True
16025,64.0,True
16027,57.0,True
16028,87.0,True
16029,78.0,True
16031,0.0,False
16032,47.0,False
16033,93.0,True
16035,52.0,True
16036,50.0,False
16038,57.0,True
16039,80.0,True
16041,85.0,True
16043,63.0,True
16044,63.0,True
16045,48.0,False
16046,48.0,False
16047,49.0,False
16048,46.0,False
16049,56.0,True
16050,60.0,True
16051,49.0,False
16052,49.0,False
16053,73.0,True
16055,87.0,True
16056,80.0,True
16057,86.0,True
16058,81.0,True
16059,47.0,False
16060,58.0,True
16064,55.0,True
16065,80.0,True
16067,54.0,True
16071,80.0,True
16072,47.0,False
16073,84.0,True
16074,84.0,True
16076,54.0,True
16078,53.0,True
16079,81.0,True
16081,70.0,True
16087,55.0,True
16088,48.0,False
16089,80.0,True
16090,82.0,True
16091,48.0,False
16092,82.0,True
16093,56.0,True
16094,83.0,True
16095,70.0,True
16096,84.0,True
16097,51.0,True
16098,49.0,False
16099,79.0,True
16102,50.0,False
16105,51.0,True
16106,51.0,True
16107,46.0,False
16108,46.0,False
16110,58.0,True
16116,48.0,False
16117,56.0,True
16118,48.0,False
16119,64.0,True
16120,53.0,True
16121,0.0,False
16122,59.0,True
16126,66.0,True
16127,91.0,True
16128,58.0,True
16129,51.0,True
16131,86.0,True
16132,50.0,False
16134,81.0,True
16135,69.0,True
16136,52.0,True
16138,50.0,False
16139,55.0,True
16140,49.0,False
16141,48.0,False
16143,49.0,False
16146,85.0,True
16147,49.0,False
16148,52.0,True
16149,89.0,True
16150,79.0,True
16152,88.0,True
16153,77.0,True
16154,51.0,True
16155,58.0,True
16157,53.0,True
16158,68.0,True
16160,79.0,True
16162,84.0,True
16164,59.0,True
16165,74.0,True
16166,79.0,True
16167,68.0,True
16169,59.0,True
16170,79.0,True
16171,58.0,True
16172,53.0,True
16174,70.0,True
16175,51.0,True
16176,56.0,True
16178,54.0,True
16179,82.0,True
16183,48.0,False
16184,51.0,True
16185,50.0,False
16186,79.0,True
16187,50.0,False
16188,56.0,True
16189,53.0,True
16190,58.0,True
16191,0.0,False
16192,49.0,False
16193,50.0,False
16194,83.0,True
16195,83.0,True
16196,49.0,False
16197,60.0,True
16199,58.0,True
16200,80.0,True
16201,77.0,True
16204,69.0,True
16206,60.0,True
16207,80.0,True
16208,85.0,True
16209,46.0,False
16210,51.0,True
16211,54.0,True
16212,79.0,True
16213,50.0,False
16214,67.0,True
16215,48.0,False
16216,95.0,True
16217,60.0,True
16218,56.0,True
16219,51.0,True
16220,48.0,False
16221,84.0,True
16223,68.0,True
16224,60.0,True
16225,55.0,True
16226,83.0,True
16227,65.0,True
16228,56.0,True
16230,72.0,True
16231,55.0,True
16232,80.0,True
16233,58.0,True
16234,64.0,True
16235,48.0,False
16236,47.0,False
16237,0.0,False
16238,49.0,False
16239,83.0,True
16241,48.0,False
16242,67.0,True
16244,62.0,True
16245,82.0,True
16246,60.0,True
16247,83.0,True
16249,62.0,True
16250,0.0,False
16251,48.0,False
16254,52.0,True
16256,47.0,False
16257,44.0,False
16258,46.0,False
16259,69.0,True
16260,85.0,True
16261,0.0,False
16263,70.0,True
16264,0.0,False
16265,94.0,True
16266,87.0,True
16267,85.0,True
16270,53.0,True
16273,72.0,True
16274,0.0,False
16276,51.0,True
16277,76.0,True
16278,0.0,False
16279,52.0,True
16280,80.0,True
16281,50.0,False
16282,47.0,False
16283,0.0,False
16284,57.0,True
16285,80.0,True
16288,52.0,True
16289,51.0,True
16290,63.0,True
16292,77.0,True
16293,69.0,True
16294,78.0,True
16295,79.0,True
16296,50.0,False
16298,56.0,True
16299,85.0,True
16300,87.0,True
16301,51.0,True
16303,51.0,True
16304,85.0,True
16305,48.0,False
16306,69.0,True
16307,49.0,False
16308,83.0,True
16309,82.0,True
16310,49.0,False
16311,48.0,False
16313,53.0,True
16314,47.0,False
16315,46.0,False
16316,78.0,True
16318,59.0,True
16320,51.0,True
16321,80.0,True
16322,83.0,True
16323,58.0,True
16325,52.0,True
16326,69.0,True
16328,81.0,True
16329,78.0,True
16330,58.0,True
16332,79.0,True
16333,60.0,True
16334,50.0,False
16338,58.0,True
16339,0.0,False
16340,92.0,True
16341,49.0,False
16342,66.0,True
16343,51.0,True
16344,83.0,True
16345,70.0,True
16346,84.0,True
16347,47.0,False
16348,49.0,False
16349,59.0,True
16351,53.0,True
16353,47.0,False
16354,50.0,False
16355,59.0,True
16356,46.0,False
16357,50.0,False
16358,52.0,True
16359,0.0,False
16360,81.0,True
16361,67.0,True
16362,48.0,False
16363,71.0,True
16364,54.0,True
16365,50.0,False
16367,95.0,True
16369,64.0,True
16372,64.0,True
16373,69.0,True
16374,56.0,True
16375,85.0,True
16376,66.0,True
16380,79.0,True
16382,81.0,True
16383,49.0,False
16384,52.0,True
16385,82.0,True
16386,73.0,True
16387,49.0,False
16388,0.0,False
16391,56.0,True
16392,58.0,True
16393,49.0,False
16394,50.0,False
16395,58.0,True
16397,84.0,True
16398,47.0,False
16399,50.0,False
16401,59.0,True
16403,50.0,False
16405,54.0,True
16407,55.0,True
16408,50.0,False
16410,53.0,True
16411,72.0,True
16412,70.0,True
16414,81.0,True
16416,51.0,True
16418,83.0,True
16419,48.0,False
16420,50.0,False
16421,56.0,True
16423,48.0,False
16425,86.0,True
16428,76.0,True
16429,59.0,True
16430,60.0,True
16431,52.0,True
16432,52.0,True
16433,84.0,True
16435,59.0,True
16436,77.0,True
16437,77.0,True
16438,85.0,True
16439,47.0,False
16440,72.0,True
16442,59.0,True
16443,50.0,False
16444,72.0,True
16447,83.0,True
16448,48.0,False
16450,58.0,True
16451,49.0,False
16453,48.0,False
16455,46.0,False
16458,0.0,False
16460,44.0,False
16461,79.0,True
16463,54.0,True
16464,48.0,False
16465,75.0,True
16467,73.0,True
16468,69.0,True
16469,79.0,True
16470,80.0,True
16471,58.0,True
16473,87.0,True
16474,77.0,True
16479,85.0,True
16481,50.0,False
16482,81.0,True
16483,59.0,True
16486,51.0,True
16487,80.0,True
16488,82.0,True
16492,82.0,True
16493,49.0,False
16494,0.0,False
16495,49.0,False
16496,47.0,False
16498,49.0,False
16499,82.0,True
16500,83.0,True
16502,0.0,False
16505,80.0,True
16506,67.0,True
16507,84.0,True
16509,57.0,True
16510,52.0,True
16511,0.0,False
16513,97.0,True
16514,85.0,True
16518,49.0,False
16519,79.0,True
16520,67.0,True
16523,50.0,False
16524,76.0,True
16526,60.0,True
16528,46.0,False
16529,54.0,True
16530,62.0,True
16531,81.0,True
16532,78.0,True
16533,70.0,True
16534,46.0,False
16535,50.0,False
16536,83.0,True
16537,83.0,True
16539,47.0,False
16540,63.0,True
16541,60.0,True
16544,56.0,True
16545,79.0,True
16546,52.0,True
16548,63.0,True
16549,59.0,True
16550,47.0,False
16552,83.0,True
16553,80.0,True
16554,79.0,True
16555,69.0,True
16557,59.0,True
16559,44.0,False
16560,0.0,False
16561,49.0,False
16562,81.0,True
16563,0.0,False
16564,74.0,True
16566,87.0,True
16567,48.0,False
16568,0.0,False
16569,72.0,True
16570,58.0,True
16572,84.0,True
16573,66.0,True
16574,50.0,False
16575,79.0,True
16576,81.0,True
16577,89.0,True
16578,57.0,True
16579,88.0,True
16580,59.0,True
16581,88.0,True
16584,51.0,True
16585,48.0,False
16588,85.0,True
16589,47.0,False
16590,46.0,False
16591,55.0,True
16593,56.0,True
16595,67.0,True
16596,58.0,True
16597,49.0,False
16598,58.0,True
16599,66.0,True
16601,62.0,True
16603,58.0,True
16604,58.0,True
16606,79.0,True
16607,49.0,False
16608,86.0,True
16609,77.0,True
16612,51.0,True
16613,0.0,False
16614,51.0,True
16615,84.0,True
16616,81.0,True
16618,87.0,True
16619,66.0,True
16620,62.0,True
16621,87.0,True
16626,43.0,False
16627,82.0,True
16629,56.0,True
16630,59.0,True
16631,48.0,False
16636,68.0,True
16638,58.0,True
16639,51.0,True
16640,55.0,True
16643,77.0,True
16644,49.0,False
16645,75.0,True
16646,67.0,True
16647,60.0,True
16648,52.0,True
16650,0.0,False
16651,62.0,True
16652,49.0,False
16653,69.0,True
16654,79.0,True
16656,60.0,True
16657,86.0,True
16658,72.0,True
16659,88.0,True
16660,46.0,False
16664,50.0,False
16667,68.0,True
16668,79.0,True
16669,70.0,True
16670,52.0,True
16671,60.0,True
16673,47.0,False
16675,81.0,True
16678,56.0,True
16679,52.0,True
16680,51.0,True
16681,85.0,True
16683,0.0,False
16684,55.0,True
16685,66.0,True
16686,51.0,True
16688,58.0,True
16689,59.0,True
16691,88.0,True
16694,50.0,False
16695,50.0,False
16697,47.0,False
16698,81.0,True
16700,50.0,False
16701,58.0,True
16702,77.0,True
16703,70.0,True
16705,80.0,True
16708,51.0,True
16709,66.0,True
16710,81.0,True
16711,49.0,False
16712,50.0,False
16713,49.0,False
16714,60.0,True
16715,55.0,True
16717,59.0,True
16718,49.0,False
16719,63.0,True
16720,87.0,True
16721,93.0,True
16722,48.0,False
16723,50.0,False
16724,58.0,True
16725,65.0,True
16726,87.0,True
16727,66.0,True
16728,84.0,True
16730,50.0,False
16731,64.0,True
16733,84.0,True
16734,53.0,True
16735,60.0,True
16736,75.0,True
16737,72.0,True
16739,77.0,True
16740,50.0,False
16741,63.0,True
16742,82.0,True
16744,51.0,True
16745,54.0,True
16746,48.0,False
16747,59.0,True
16748,60.0,True
16749,47.0,False
16750,76.0,True
16754,69.0,True
16755,71.0,True
16756,68.0,True
16757,62.0,True
16758,76.0,True
16759,62.0,True
16760,50.0,False
16761,86.0,True
16763,51.0,True
16764,67.0,True
16765,84.0,True
16767,69.0,True
16768,0.0,False
16769,54.0,True
16771,48.0,False
16772,78.0,True
16774,60.0,True
16775,48.0,False
16776,85.0,True
16780,69.0,True
16785,60.0,True
16786,57.0,True
16787,64.0,True
16788,47.0,False
16792,48.0,False
16793,49.0,False
16795,87.0,True
16796,63.0,True
16799,49.0,False
16800,67.0,True
16801,50.0,False
16802,59.0,True
16803,72.0,True
16804,58.0,True
16806,59.0,True
16808,69.0,True
16809,52.0,True
16811,53.0,True
16812,49.0,False
16815,80.0,True
16816,68.0,True
16817,0.0,False
16818,85.0,True
16819,70.0,True
16820,91.0,True
16821,66.0,True
16827,52.0,True
16828,91.0,True
16829,49.0,False
16830,0.0,False
16833,53.0,True
16834,52.0,True
16835,72.0,True
16836,68.0,True
16843,51.0,True
16844,71.0,True
16845,53.0,True
16846,57.0,True
16847,50.0,False
16850,77.0,True
16851,77.0,True
16853,51.0,True
16854,46.0,False
16855,83.0,True
16856,49.0,False
16857,68.0,True
